num_downloads,day,pack_name,avg10,avg20,avg30
0,2016-03-06,kivy,397.1,416.85,409.8
322,2016-03-05,kivy,431.3,439.5,425.5
487,2016-03-04,kivy,456.1,443.65,429.73333333333335
445,2016-03-03,kivy,462.4,435.0,430.1333333333333
424,2016-03-02,kivy,466.5,430.05,427.0
584,2016-03-01,kivy,454.1,431.8,427.5
498,2016-02-29,kivy,432.1,420.65,419.3
324,2016-02-28,kivy,429.4,420.1,415.3
365,2016-02-27,kivy,440.1,424.15,416.46666666666664
522,2016-02-26,kivy,450.7,423.95,417.93333333333334
342,2016-02-25,kivy,436.6,416.15,416.1666666666667
570,2016-02-24,kivy,447.7,422.6,424.1
550,2016-02-23,kivy,431.2,416.55,420.3
486,2016-02-22,kivy,407.6,414.0,414.0
300,2016-02-21,kivy,393.6,407.25,413.43333333333334
364,2016-02-20,kivy,409.5,414.2,417.56666666666666
471,2016-02-19,kivy,409.2,412.9,0.0
431,2016-02-18,kivy,410.8,408.25,0.0
471,2016-02-17,kivy,408.2,404.65,0.0
381,2016-02-16,kivy,397.2,401.55,0.0
453,2016-02-15,kivy,395.7,405.95,0.0
405,2016-02-14,kivy,397.5,412.3,0.0
314,2016-02-13,kivy,401.9,414.85,0.0
346,2016-02-12,kivy,420.4,417.2,0.0
459,2016-02-11,kivy,420.9,423.35,0.0
361,2016-02-10,kivy,418.9,421.6,0.0
487,2016-02-09,kivy,416.6,0.0,0.0
405,2016-02-08,kivy,405.7,0.0,0.0
361,2016-02-07,kivy,401.1,0.0,0.0
366,2016-02-06,kivy,405.9,0.0,0.0
471,2016-02-05,kivy,416.2,0.0,0.0
449,2016-02-04,kivy,427.1,0.0,0.0
499,2016-02-03,kivy,427.8,0.0,0.0
351,2016-02-02,kivy,414.0,0.0,0.0
439,2016-02-01,kivy,425.8,0.0,0.0
338,2016-01-31,kivy,424.3,0.0,0.0
378,2016-01-30,kivy,0.0,0.0,0.0
359,2016-01-29,kivy,0.0,0.0,0.0
409,2016-01-28,kivy,0.0,0.0,0.0
469,2016-01-27,kivy,0.0,0.0,0.0
580,2016-01-26,kivy,0.0,0.0,0.0
456,2016-01-25,kivy,0.0,0.0,0.0
361,2016-01-24,kivy,0.0,0.0,0.0
469,2016-01-23,kivy,0.0,0.0,0.0
424,2016-01-22,kivy,0.0,0.0,0.0
2768,2019-04-12,lightgbm,14035.5,13906.35,13442.5
15687,2019-04-11,lightgbm,15493.4,14196.65,13802.466666666667
19570,2019-04-10,lightgbm,15611.5,14098.85,13710.7
19237,2019-04-09,lightgbm,14574.4,13934.1,13513.966666666667
15749,2019-04-08,lightgbm,13305.4,13782.35,13038.866666666667
10474,2019-04-07,lightgbm,13312.9,13827.4,12666.433333333332
7474,2019-04-06,lightgbm,13939.1,14029.45,12641.366666666667
13888,2019-04-05,lightgbm,14856.5,13947.15,12821.466666666667
18118,2019-04-04,lightgbm,15140.0,13524.55,12780.7
17390,2019-04-03,lightgbm,14863.6,13299.2,12555.233333333334
17347,2019-04-02,lightgbm,13777.2,13146.0,12324.7
16868,2019-04-01,lightgbm,12899.9,12957.0,11881.1
9199,2019-03-31,lightgbm,12586.2,12760.3,11474.3
6547,2019-03-30,lightgbm,13293.8,12983.75,11455.1
15824,2019-03-29,lightgbm,14259.3,12905.6,11588.333333333334
16736,2019-03-28,lightgbm,14341.9,12343.2,11523.333333333334
16648,2019-03-27,lightgbm,14119.8,11992.5,11353.866666666667
16723,2019-03-26,lightgbm,13037.8,11803.95,11144.933333333332
15354,2019-03-25,lightgbm,11909.1,11601.05,10816.1
6526,2019-03-24,lightgbm,11734.8,11401.05,10641.1
8574,2019-03-23,lightgbm,12514.8,11598.45,10907.7
13731,2019-03-22,lightgbm,13014.1,11371.7,11111.166666666666
16275,2019-03-21,lightgbm,12934.4,10918.35,11108.1
16202,2019-03-20,lightgbm,12673.7,10535.75,10963.866666666667
16650,2019-03-19,lightgbm,11551.9,10252.85,10763.133333333333
14515,2019-03-18,lightgbm,10344.5,10114.05,10388.533333333333
5828,2019-03-17,lightgbm,9865.2,9970.9,10066.233333333334
5436,2019-03-16,lightgbm,10570.1,10198.5,10196.433333333332
13611,2019-03-15,lightgbm,11293.0,10269.6,10343.4
14326,2019-03-14,lightgbm,11067.3,10094.25,10291.633333333333
13567,2019-03-13,lightgbm,10682.1,10104.15,10172.466666666667
12934,2019-03-12,lightgbm,9729.3,10159.7,10022.666666666666
13668,2019-03-11,lightgbm,8902.3,10194.95,9746.133333333333
4984,2019-03-10,lightgbm,8397.8,10108.95,9423.333333333334
4576,2019-03-09,lightgbm,8953.8,10368.75,9542.033333333333
9722,2019-03-08,lightgbm,9883.6,10410.55,9790.766666666666
12877,2019-03-07,lightgbm,10076.6,10166.75,9904.766666666666
12665,2019-03-06,lightgbm,9826.9,10009.6,9972.833333333334
11354,2019-03-05,lightgbm,9246.2,9868.6,9835.9
10474,2019-03-04,lightgbm,9121.2,9903.8,9611.733333333334
4039,2019-03-03,lightgbm,9526.2,9917.65,9386.233333333334
4664,2019-03-02,lightgbm,10590.1,10169.35,9518.166666666666
8623,2019-03-01,lightgbm,11487.6,10168.05,9667.933333333332
10544,2019-02-28,lightgbm,11820.1,9936.1,9748.466666666667
13874,2019-02-27,lightgbm,11783.7,9836.15,9706.766666666666
11652,2019-02-26,lightgbm,10937.5,9744.35,9525.333333333334
10380,2019-02-25,lightgbm,10256.9,9818.85,9258.633333333333
6858,2019-02-24,lightgbm,10192.3,10045.8,9018.933333333332
10104,2019-02-23,lightgbm,10491.0,10130.75,9047.233333333334
14524,2019-02-22,lightgbm,10686.4,9857.0,9038.833333333334
14678,2019-02-21,lightgbm,10309.1,9316.25,8920.266666666666
13639,2019-02-20,lightgbm,9748.6,8982.2,8713.066666666668
11948,2019-02-19,lightgbm,8848.5,8758.1,8470.8
10180,2019-02-18,lightgbm,8052.1,8712.65,8204.733333333334
5412,2019-02-17,lightgbm,7888.6,8668.3,8007.633333333333
4846,2019-02-16,lightgbm,8551.2,8819.25,8072.566666666667
9734,2019-02-15,lightgbm,9380.8,8759.5,8208.366666666667
9845,2019-02-14,lightgbm,9899.3,8432.25,8200.7
12058,2019-02-13,lightgbm,9770.5,8325.35,8209.7
10751,2019-02-12,lightgbm,9027.6,8215.05,8055.833333333333
9073,2019-02-11,lightgbm,8323.4,8225.85,7810.233333333334
4638,2019-02-10,lightgbm,8215.8,8195.3,7621.566666666667
3984,2019-02-09,lightgbm,8667.7,8281.95,7704.9
8545,2019-02-08,lightgbm,9373.2,8281.05,7848.4
12038,2019-02-07,lightgbm,9448.0,8067.15,7829.5
13142,2019-02-06,lightgbm,9087.3,7833.25,7700.133333333333
14919,2019-02-05,lightgbm,8138.2,7622.15,7487.8
8557,2019-02-04,lightgbm,6965.2,7351.4,7102.2
4629,2019-02-03,lightgbm,6880.2,7429.3,6921.933333333333
3709,2019-02-02,lightgbm,7402.5,7569.95,7012.2
7997,2019-02-01,lightgbm,8128.3,7553.65,7148.333333333333
9157,2019-01-31,lightgbm,8174.8,7324.45,7081.933333333333
11039,2019-01-30,lightgbm,7896.2,7223.5,6906.266666666666
9293,2019-01-29,lightgbm,7188.9,7086.0,6667.733333333334
8431,2019-01-28,lightgbm,6686.3,7020.25,6466.133333333333
3651,2019-01-27,lightgbm,6579.2,7006.55,6267.6
3189,2019-01-26,lightgbm,7106.1,7162.6,6292.466666666666
7707,2019-01-25,lightgbm,7737.6,7170.7,6349.7
9852,2019-01-24,lightgbm,7978.4,6942.8,6279.8
10967,2019-01-23,lightgbm,7737.4,6817.05,6086.433333333333
8462,2019-01-22,lightgbm,6979.0,6658.35,5890.066666666667
6371,2019-01-21,lightgbm,6474.1,6535.5,5707.966666666666
3966,2019-01-20,lightgbm,6550.8,6411.3,5599.6
4267,2019-01-19,lightgbm,6983.1,6407.15,5655.266666666666
7360,2019-01-18,lightgbm,7354.2,6356.05,5822.933333333333
8920,2019-01-17,lightgbm,7433.9,6111.8,5871.3
9504,2019-01-16,lightgbm,7219.1,5885.65,5883.633333333333
10115,2019-01-15,lightgbm,6603.8,5655.75,5819.933333333333
7442,2019-01-14,lightgbm,5907.2,5430.5,5597.0
3383,2019-01-13,lightgbm,5896.7,5260.95,5476.566666666667
3413,2019-01-12,lightgbm,6337.7,5345.6,5630.633333333333
7138,2019-01-11,lightgbm,6596.9,5324.9,5846.533333333334
8289,2019-01-10,lightgbm,6271.8,5124.0,6014.933333333333
7978,2019-01-09,lightgbm,5831.2,4991.35,6111.633333333333
8157,2019-01-08,lightgbm,5357.9,5057.3,6117.4
6772,2019-01-07,lightgbm,4789.7,5090.0,5956.3
3351,2019-01-06,lightgbm,4552.2,5215.9,5852.533333333334
3149,2019-01-05,lightgbm,4707.7,5428.0,6013.4
7337,2019-01-04,lightgbm,4953.8,5441.9,6213.433333333333
7793,2019-01-03,lightgbm,4625.2,5266.5,6309.766666666666
6005,2019-01-02,lightgbm,4353.5,5277.1,6380.4
3887,2019-01-01,lightgbm,4052.9,5471.35,6452.0
3883,2018-12-31,lightgbm,3976.2,5886.5,6468.866666666667
3245,2018-12-30,lightgbm,4151.5,6251.85,6488.5
2475,2018-12-29,lightgbm,4756.7,6497.15,6661.933333333333
4397,2018-12-28,lightgbm,5390.3,6539.6,6901.666666666667
4906,2018-12-27,lightgbm,5879.6,6502.7,7145.366666666667
5610,2018-12-26,lightgbm,6148.3,6666.25,7315.2
4051,2018-12-25,lightgbm,5930.0,6843.25,7379.766666666666
5076,2018-12-24,lightgbm,5907.8,7152.05,7345.366666666667
2999,2018-12-23,lightgbm,6200.7,7393.85,7266.833333333333
3120,2018-12-22,lightgbm,6889.8,7651.55,7332.966666666666
5636,2018-12-21,lightgbm,7796.8,7715.2,7448.666666666667
9297,2018-12-20,lightgbm,8352.2,7657.0,7605.266666666666
8811,2018-12-19,lightgbm,8237.6,7614.55,7611.666666666667
9290,2018-12-18,lightgbm,7688.9,7657.35,7597.633333333333
7593,2018-12-17,lightgbm,7125.8,7778.25,7452.633333333333
3427,2018-12-16,lightgbm,7184.2,7898.65,7356.766666666666
3829,2018-12-15,lightgbm,7756.5,8104.65,7544.766666666666
8005,2018-12-14,lightgbm,8396.3,8064.15,7730.466666666666
9890,2018-12-13,lightgbm,8587.0,7799.9,7810.366666666667
12190,2018-12-12,lightgbm,8413.3,7554.55,7811.433333333333
11190,2018-12-11,lightgbm,7633.6,7274.6,7705.266666666666
8151,2018-12-10,lightgbm,6961.8,7231.8,7484.2
3324,2018-12-09,lightgbm,6991.5,7298.7,7381.333333333333
3659,2018-12-08,lightgbm,7625.8,7552.0,7561.9
8177,2018-12-07,lightgbm,8430.7,7616.05,7823.066666666667
9150,2018-12-06,lightgbm,8613.1,7443.05,7893.1
10227,2018-12-05,lightgbm,8452.8,7438.9,7937.0
9912,2018-12-04,lightgbm,7732.0,7397.55,7908.566666666667
8153,2018-12-03,lightgbm,7012.8,7422.05,7701.4
4393,2018-12-02,lightgbm,6695.8,7510.5,7556.066666666667
4472,2018-12-01,lightgbm,6915.6,7741.1,7733.6
8448,2018-11-30,lightgbm,7501.8,7745.4,7926.266666666666
9667,2018-11-29,lightgbm,7605.9,7576.25,8004.566666666667
11708,2018-11-28,lightgbm,7478.2,7529.95,8051.533333333334
10001,2018-11-27,lightgbm,6801.4,7519.25,7953.566666666667
7547,2018-11-26,lightgbm,6273.0,7533.1,7749.066666666667
3019,2018-11-25,lightgbm,6425.0,7679.1,7625.4
2720,2018-11-24,lightgbm,7063.1,7996.85,7865.0
4983,2018-11-23,lightgbm,7831.3,8045.7,7925.5
6591,2018-11-22,lightgbm,8325.2,7986.2,8161.433333333333
10334,2018-11-21,lightgbm,8566.6,8142.6,8250.6
9489,2018-11-20,lightgbm,7989.0,8138.5,8215.533333333333
8390,2018-11-19,lightgbm,7546.6,8203.9,8021.7
4940,2018-11-18,lightgbm,7581.7,8338.2,7858.966666666666
4717,2018-11-17,lightgbm,8237.1,8529.65,7985.666666666667
9067,2018-11-16,lightgbm,8793.2,8487.1,8129.133333333333
9400,2018-11-15,lightgbm,8933.2,8225.6,8210.866666666667
10402,2018-11-14,lightgbm,8930.6,8265.95,8189.366666666667
9922,2018-11-13,lightgbm,8260.1,7972.6,8120.8
9005,2018-11-12,lightgbm,7647.2,8079.55,7908.833333333333
4558,2018-11-11,lightgbm,7718.6,8092.6,7752.633333333333
5065,2018-11-10,lightgbm,8288.0,8328.8,7867.466666666666
8741,2018-11-09,lightgbm,8861.2,8259.25,8013.2
11494,2018-11-08,lightgbm,9094.7,7997.6,8077.3
10278,2018-11-07,lightgbm,8822.2,7859.95,7983.6
10467,2018-11-06,lightgbm,8181.0,7797.1,7859.566666666667
9374,2018-11-05,lightgbm,7518.0,7849.7,7613.633333333333
3697,2018-11-04,lightgbm,7601.3,7818.75,7410.3
3793,2018-11-03,lightgbm,7685.1,8051.15,7540.2
9719,2018-11-02,lightgbm,8511.9,8039.65,7706.633333333333
10252,2018-11-01,lightgbm,8466.6,7769.65,7704.366666666667
10797,2018-10-31,lightgbm,8369.6,7657.2,7583.966666666666
11076,2018-10-30,lightgbm,7657.3,7589.2,7454.1
8769,2018-10-29,lightgbm,6900.5,7568.6,7193.833333333333
3866,2018-10-28,lightgbm,6897.7,7564.3,7007.566666666667
3837,2018-10-27,lightgbm,7413.2,7698.85,7120.266666666666
10207,2018-10-26,lightgbm,8181.4,7661.45,7253.633333333333
4535,2018-10-25,lightgbm,8036.2,7314.8,7239.066666666667
12061,2018-10-24,lightgbm,8417.2,7467.75,7313.4
9266,2018-10-23,lightgbm,7567.4,7304.0,7078.5
9282,2018-10-22,lightgbm,7072.7,7323.25,6900.766666666666
3674,2018-10-21,lightgbm,6944.8,7191.15,6708.3
3508,2018-10-20,lightgbm,7521.1,7352.5,6820.333333333333
8741,2018-10-19,lightgbm,8236.7,7340.5,6999.733333333334
9021,2018-10-18,lightgbm,8230.9,7062.5,7047.533333333334
11519,2018-10-17,lightgbm,7984.5,6973.8,7039.633333333333
8755,2018-10-16,lightgbm,7141.5,6789.75,6899.233333333334
8345,2018-10-15,lightgbm,6593.4,6840.5,6713.633333333333
3563,2018-10-14,lightgbm,6518.3,6761.5,6513.066666666667
4319,2018-10-13,lightgbm,7040.6,6834.05,6610.966666666666
8003,2018-10-12,lightgbm,7573.8,6814.8,6719.533333333334
9437,2018-10-11,lightgbm,7437.5,6590.05,6653.133333333333
10664,2018-10-10,lightgbm,7183.9,6469.95,6562.633333333333
8683,2018-10-09,lightgbm,6444.3,6381.25,6411.766666666666
6557,2018-10-08,lightgbm,5894.1,6455.85,6250.766666666666
3089,2018-10-07,lightgbm,5963.1,6567.2,6131.166666666667
3274,2018-10-06,lightgbm,6438.0,6778.1,6239.0
7594,2018-10-05,lightgbm,7087.6,6773.75,6354.033333333334
8786,2018-10-04,lightgbm,7004.7,6510.45,6311.566666666667
9651,2018-10-03,lightgbm,6627.5,6396.15,6209.633333333333
6640,2018-10-02,lightgbm,6055.8,6292.4,6009.866666666667
6901,2018-10-01,lightgbm,5742.6,6260.95,5865.3
3268,2018-09-30,lightgbm,5756.0,6252.0,5701.1
3181,2018-09-29,lightgbm,6318.2,6395.5,5752.733333333334
7247,2018-09-28,lightgbm,7017.6,6429.1,5814.5
7838,2018-09-27,lightgbm,7171.3,6215.2,5773.8
9770,2018-09-26,lightgbm,7118.2,6139.5,5716.566666666667
6765,2018-09-25,lightgbm,6459.9,5987.25,5558.733333333334
5014,2018-09-24,lightgbm,6016.2,5965.0,5440.5
3934,2018-09-23,lightgbm,6164.8,6000.7,5330.7
3508,2018-09-22,lightgbm,6529.0,5986.9,5350.633333333333
7035,2018-09-21,lightgbm,6779.3,5926.65,5424.0
8890,2018-09-20,lightgbm,6748.0,5673.65,5350.6
10175,2018-09-19,lightgbm,6472.8,5470.0,5249.833333333333
8784,2018-09-18,lightgbm,5840.6,5212.95,5047.933333333333
7307,2018-09-17,lightgbm,5259.1,5075.05,4825.766666666666
3187,2018-09-16,lightgbm,5160.8,5015.75,4631.8
2328,2018-09-15,lightgbm,5514.6,5108.15,4665.433333333333
6500,2018-09-14,lightgbm,5913.8,5152.65,4746.3
7576,2018-09-13,lightgbm,5836.6,4913.65,4688.533333333334
6011,2018-09-12,lightgbm,5444.8,4761.45,4584.7
6722,2018-09-11,lightgbm,5074.0,4746.35,4516.9
6138,2018-09-10,lightgbm,4599.3,4651.9,4356.466666666666
3853,2018-09-09,lightgbm,4467.2,4638.35,4216.2
2969,2018-09-08,lightgbm,4585.3,4651.6,4252.333333333333
6324,2018-09-07,lightgbm,4891.0,4609.1,4319.533333333334
6725,2018-09-06,lightgbm,4870.7,4367.3,4276.3
6320,2018-09-05,lightgbm,4701.7,4240.85,4240.133333333333
5728,2018-09-04,lightgbm,4391.5,4162.55,4176.366666666667
3658,2018-09-03,lightgbm,3990.7,4114.5,4045.733333333333
2303,2018-09-02,lightgbm,4078.1,4154.65,3981.0333333333333
1975,2018-09-01,lightgbm,4418.7,4238.35,4070.633333333333
4817,2018-08-31,lightgbm,4704.5,4235.05,4166.133333333333
5034,2018-08-30,lightgbm,4809.5,4090.7,4183.733333333334
6026,2018-08-29,lightgbm,4717.9,4085.85,4158.266666666666
6121,2018-08-28,lightgbm,4327.2,4033.8,4104.2
5035,2018-08-27,lightgbm,3863.9,3979.1,3951.5333333333333
3218,2018-08-26,lightgbm,3780.0,4009.35,3852.733333333333
1720,2018-08-25,lightgbm,3933.6,4068.8,3867.4333333333334
4532,2018-08-24,lightgbm,4238.3,4073.25,3815.6666666666665
5709,2018-08-23,lightgbm,4231.2,3932.5,3665.266666666667
4833,2018-08-22,lightgbm,4058.0,3896.6,3475.1666666666665
5867,2018-08-21,lightgbm,3765.6,3896.95,3321.233333333333
4118,2018-08-20,lightgbm,3371.9,3870.85,3179.2
2119,2018-08-19,lightgbm,3453.8,3878.45,3070.6
1488,2018-08-18,lightgbm,3740.4,3992.7,3007.633333333333
4196,2018-08-17,lightgbm,4094.3,3995.35,2968.3333333333335
4754,2018-08-16,lightgbm,4238.7,3889.1,2836.366666666667
4767,2018-08-15,lightgbm,4204.0,3834.35,2690.4
4461,2018-08-14,lightgbm,3908.2,3604.35,2540.6
3977,2018-08-13,lightgbm,3633.8,3382.3,2419.4333333333334
1909,2018-08-12,lightgbm,3735.2,3183.75,2301.9666666666667
1930,2018-08-11,lightgbm,4028.3,3099.05,2249.4333333333334
4937,2018-08-10,lightgbm,4369.8,3082.85,2197.5
4985,2018-08-09,lightgbm,4303.1,2879.0,2041.0333333333333
5027,2018-08-08,lightgbm,4245.0,2641.25,1890.8
5640,2018-08-07,lightgbm,3896.4,2405.35,1748.6
4407,2018-08-06,lightgbm,3539.5,2135.2,1606.6333333333334
1809,2018-08-05,lightgbm,3464.7,1933.6,1503.6
1717,2018-08-04,lightgbm,3300.5,1856.8,1482.0
4991,2018-08-03,lightgbm,3130.8,1812.25,1455.5
4840,2018-08-02,lightgbm,2632.3,1585.35,1320.8666666666666
5345,2018-08-01,lightgbm,2169.8,1360.0,1220.5
4270,2018-07-31,lightgbm,1795.9,1111.35,1087.7666666666667
4404,2018-07-30,lightgbm,1454.9,910.0,978.5
1541,2018-07-29,lightgbm,1037.5,713.7,866.6
2071,2018-07-28,lightgbm,914.3,674.7,899.5333333333333
3659,2018-07-27,lightgbm,730.9,640.2,863.9
167,2018-07-26,lightgbm,402.5,523.05,777.1333333333333
20,2018-07-25,lightgbm,413.1,572.75,812.4333333333333
6,2018-07-24,lightgbm,493.7,617.85,840.2333333333333
215,2018-07-23,lightgbm,538.4,665.15,882.5666666666667
1606,2018-07-22,lightgbm,550.2,745.85,905.4666666666667
860,2018-07-21,lightgbm,426.8,733.7,882.6333333333333
230,2018-07-20,lightgbm,365.1,740.3,870.5333333333333
309,2018-07-19,lightgbm,389.9,781.15,881.7666666666667
237,2018-07-18,lightgbm,435.1,892.15,892.6333333333333
375,2018-07-17,lightgbm,549.5,930.4,912.1666666666666
273,2018-07-16,lightgbm,643.6,964.45,924.5333333333333
826,2018-07-15,lightgbm,732.4,1012.1,952.0333333333333
453,2018-07-14,lightgbm,742.0,1013.5,953.1
333,2018-07-13,lightgbm,791.9,1054.65,959.6
372,2018-07-12,lightgbm,941.5,1083.1,971.8
243,2018-07-11,lightgbm,1040.6,1110.55,1012.6
478,2018-07-10,lightgbm,1115.5,1123.25,1033.3666666666666
761,2018-07-09,lightgbm,1172.4,1127.7,1165.3333333333333
1381,2018-07-08,lightgbm,1349.2,1121.4,1177.1333333333334
1316,2018-07-07,lightgbm,1311.3,1093.5,1188.3
1161,2018-07-06,lightgbm,1285.3,1065.0,1169.3
922,2018-07-05,lightgbm,1291.8,1061.85,1159.6
952,2018-07-04,lightgbm,1285.0,1058.65,1150.0333333333333
1829,2018-07-03,lightgbm,1317.4,1043.45,1167.3333333333333
1363,2018-07-02,lightgbm,1224.7,986.95,1217.9
992,2018-07-01,lightgbm,1180.5,998.6,1235.4333333333334
1047,2018-06-30,lightgbm,1131.0,992.3,1230.8666666666666
2529,2018-06-29,lightgbm,1083.0,1161.8,1225.9666666666667
1002,2018-06-28,lightgbm,893.6,1091.1,1166.4
1056,2018-06-27,lightgbm,875.7,1126.8,1166.1333333333334
1226,2018-06-26,lightgbm,844.7,1111.3,1162.5666666666666
854,2018-06-25,lightgbm,831.9,1093.5,1171.4333333333334
1276,2018-06-24,lightgbm,832.3,1082.55,1181.3
902,2018-06-23,lightgbm,769.5,1092.3,1172.2
921,2018-06-22,lightgbm,749.2,1214.5,1178.0333333333333
497,2018-06-21,lightgbm,816.7,1262.9,1169.0666666666666
567,2018-06-20,lightgbm,853.6,1280.8,1172.5333333333333
635,2018-06-19,lightgbm,1240.6,1297.45,1188.7666666666667
823,2018-06-18,lightgbm,1288.6,1302.8,1207.9666666666667
746,2018-06-17,lightgbm,1377.9,1311.35,1227.5666666666666
1098,2018-06-16,lightgbm,1377.9,1321.5,1246.8666666666666
858,2018-06-15,lightgbm,1355.1,1341.2,1230.0333333333333
648,2018-06-14,lightgbm,1332.8,1355.8,1221.7
699,2018-06-13,lightgbm,1415.1,1373.55,1228.5333333333333
1596,2018-06-12,lightgbm,1679.8,1392.45,1234.8
866,2018-06-11,lightgbm,1709.1,1345.25,1216.7333333333333
4437,2018-06-10,lightgbm,1708.0,1332.0,1223.5
1115,2018-06-09,lightgbm,1354.3,1162.85,1110.8
1716,2018-06-08,lightgbm,1317.0,1167.65,1109.8666666666666
746,2018-06-07,lightgbm,1244.8,1152.4,1098.3666666666666
870,2018-06-06,lightgbm,1265.1,1181.35,1093.9
635,2018-06-05,lightgbm,1327.3,1167.5,1093.9666666666667
1471,2018-06-04,lightgbm,1378.8,1166.15,1118.0
3346,2018-06-03,lightgbm,1332.0,1135.25,1121.2666666666667
1889,2018-06-02,lightgbm,1105.1,1012.3,1049.6333333333334
855,2018-06-01,lightgbm,981.4,970.55,1030.3
900,2018-05-31,lightgbm,956.0,981.25,1048.6
742,2018-05-30,lightgbm,971.4,989.05,1077.2333333333333
994,2018-05-29,lightgbm,1018.3,1006.3,1095.6
949,2018-05-28,lightgbm,1060.0,1025.15,1245.4
1492,2018-05-27,lightgbm,1097.6,1008.3,1269.4
1150,2018-05-26,lightgbm,1007.7,977.3,1260.8
1003,2018-05-25,lightgbm,953.5,987.6,1249.4
1077,2018-05-24,lightgbm,938.5,1015.9,1260.1
652,2018-05-23,lightgbm,919.5,1021.9,1263.0666666666666
601,2018-05-22,lightgbm,959.7,1054.75,1278.1
1054,2018-05-21,lightgbm,1006.5,1094.9,1308.9
1211,2018-05-20,lightgbm,1006.7,1130.15,1320.6333333333334
1411,2018-05-19,lightgbm,994.3,1134.25,1310.7333333333333
1325,2018-05-18,lightgbm,990.3,1338.1,1308.0
593,2018-05-17,lightgbm,919.0,1355.3,1297.4666666666667
608,2018-05-16,lightgbm,946.9,1387.35,1290.2666666666667
853,2018-05-15,lightgbm,1021.7,1397.35,1296.6333333333334
887,2018-05-14,lightgbm,1093.3,1420.9,1299.1333333333334
1054,2018-05-13,lightgbm,1124.3,1434.85,1325.8
1069,2018-05-12,lightgbm,1149.8,1437.3,1358.6333333333334
1056,2018-05-11,lightgbm,1183.3,1460.1,1365.9
1087,2018-05-10,lightgbm,1253.6,1477.6,1368.6333333333334
1371,2018-05-09,lightgbm,1274.2,1468.95,1386.8
612,2018-05-08,lightgbm,1685.9,1466.85,1381.1333333333334
872,2018-05-07,lightgbm,1791.6,1486.7,1403.1
1356,2018-05-06,lightgbm,1827.8,1461.95,1401.2
1569,2018-05-05,lightgbm,1773.0,1434.1,1403.3666666666666
1197,2018-05-04,lightgbm,1748.5,1402.05,1400.5666666666666
1309,2018-05-03,lightgbm,1745.4,1426.55,1387.3666666666666
1404,2018-05-02,lightgbm,1724.8,1463.05,1370.6333333333334
1759,2018-05-01,lightgbm,1736.9,1457.2,1368.9
1293,2018-04-30,lightgbm,1701.6,1426.15,1384.0
5488,2018-04-29,lightgbm,1663.7,1443.1,1399.5666666666666
1669,2018-04-28,lightgbm,1247.8,1228.75,1296.5666666666666
1234,2018-04-27,lightgbm,1181.8,1208.85,1306.8
808,2018-04-26,lightgbm,1096.1,1187.9,1298.2666666666667
1324,2018-04-25,lightgbm,1095.2,1218.55,1307.5
1166,2018-04-24,lightgbm,1055.6,1226.6,1299.5333333333333
1103,2018-04-23,lightgbm,1107.7,1208.35,1308.2333333333333
1525,2018-04-22,lightgbm,1201.3,1193.55,1313.2
1406,2018-04-21,lightgbm,1177.5,1184.9,1292.0666666666666
914,2018-04-20,lightgbm,1150.7,1225.2,1276.6333333333334
1329,2018-04-19,lightgbm,1222.5,1267.5,1288.4
1009,2018-04-18,lightgbm,1209.7,1320.95,1276.3
377,2018-04-17,lightgbm,1235.9,1369.3,1269.9666666666667
799,2018-04-16,lightgbm,1279.7,1399.35,1309.5333333333333
928,2018-04-15,lightgbm,1341.9,1413.65,1359.8666666666666
1687,2018-04-14,lightgbm,1397.6,1421.5,1357.3
2039,2018-04-13,lightgbm,1309.0,1408.5,1348.4
1287,2018-04-12,lightgbm,1185.8,1369.15,1307.4666666666667
1138,2018-04-11,lightgbm,1192.3,1349.35,1296.2
1632,2018-04-10,lightgbm,1299.7,1339.6,1281.5333333333333
1201,2018-04-09,lightgbm,1312.5,1321.35,1287.6
1271,2018-04-08,lightgbm,1432.2,1309.6,1288.8666666666666
815,2018-04-07,lightgbm,1502.7,1287.0,1288.1666666666667
1421,2018-04-06,lightgbm,1519.0,1324.45,1285.9
1485,2018-04-05,lightgbm,1485.4,1368.85,1277.4333333333334
801,2018-04-04,lightgbm,1445.4,1337.15,1257.8333333333333
807,2018-04-03,lightgbm,1508.0,1368.1,1251.2
1352,2018-04-02,lightgbm,1552.5,1368.3,1278.6333333333334
2212,2018-04-01,lightgbm,1506.4,1348.15,1269.7666666666667
1760,2018-03-31,lightgbm,1379.5,1272.45,1222.8333333333333
2398,2018-03-30,lightgbm,1330.2,1275.15,1197.9
1976,2018-03-29,lightgbm,1187.0,1217.2,1144.0666666666666
978,2018-03-28,lightgbm,1071.3,1180.9,1115.7
1085,2018-03-27,lightgbm,1129.9,1169.35,1128.3666666666666
1085,2018-03-26,lightgbm,1252.3,1173.45,1170.5333333333333
1427,2018-03-25,lightgbm,1228.9,1164.05,1169.2666666666667
1252,2018-03-24,lightgbm,1228.2,1122.8,1171.3333333333333
891,2018-03-23,lightgbm,1184.1,1141.7,1153.7666666666667
943,2018-03-22,lightgbm,1189.9,1151.45,1151.9666666666667
1267,2018-03-21,lightgbm,1165.4,1144.5,1153.2
966,2018-03-20,lightgbm,1220.1,1131.75,1140.1666666666667
819,2018-03-19,lightgbm,1247.4,1122.6,1162.2333333333333
